CD_UNID;NOME_UNID;CD_USO_CTB;DESCR_USO_CTB;CD_DEPO;DESCR_DEPO;CD_LOCAL_FISIC;DESCR_LOCAL_FISIC;CD_ITEM;CD_EMBALAGEM;DESCR_ITEM;CD_OPERACAO;DESCR_OPERACAO;CD_UNID_MEDIDA;QTDE_MOVTO_ESTOQ;VLR_MOVTO_ESTOQ;VLR_MOVTO_ESTOQ_REAV;CD_UNID_BAIXA;CD_CENTRO_ATIV;CD_USU_CRIOU;CD_USU_ATEND;OBS RM;OBS ITEM
92;FRIG. AURORA CASTRO;242;MANUTEN플O DE M핽UINAS E EQUIPAMENTOS;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;33922;UN;PLUG MACHO 2P+T 16A 6H 220/240V IP44 COD.N3076,STECK;159;CONSUMO NA MANUTENCAO;UN;-1;-27,13;-27,13;92;2224;JEAN-RICARDO;JOSE-BUENO;;
92;FRIG. AURORA CASTRO;242;MANUTEN플O DE M핽UINAS E EQUIPAMENTOS;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;38569;UN;PLUG MACHO 3P+T+N 32A 6H 380/440V IP67 COD.S5276W,STECK;159;CONSUMO NA MANUTENCAO;UN;-1;-180,8;-180,8;92;2224;IGOR-PIRONI;PAULO-BRANDT;;
92;FRIG. AURORA CASTRO;242;MANUTEN플O DE M핽UINAS E EQUIPAMENTOS;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;40256;KG;ELETRODO P/INOX OK 6130 2,5MM COD.E308L17,ESAB;159;CONSUMO NA MANUTENCAO;KG;-3,5;-297;-297;92;2488;ROBSON-RIBEIRO;JOAOVF;;
92;FRIG. AURORA CASTRO;242;MANUTEN플O DE M핽UINAS E EQUIPAMENTOS;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;40361;UN;LIXA FERRO N.60;159;CONSUMO NA MANUTENCAO;UN;-1;-2,44;-2,44;92;4057;EMANUEL-SOUZA;FRANCIELE-ALVES;;
92;FRIG. AURORA CASTRO;242;MANUTEN플O DE M핽UINAS E EQUIPAMENTOS;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;42490;UN;TWINS,CORREIA DENTADA HE4400;159;CONSUMO NA MANUTENCAO;UN;-1;-437,79;-437,79;92;2224;CLEITON-DESTRI;MATHEUS-MAINARDES;;
92;FRIG. AURORA CASTRO;242;MANUTEN플O DE M핽UINAS E EQUIPAMENTOS;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;47801;UN;"VALV.ESF.TRIP.PP TOTAL INOX 304 TP BSP 1.1/2""";159;CONSUMO NA MANUTENCAO;UN;-1;-251,63;-251,63;92;2488;SILVANEI-FERREIRA;JOAOVF;;
92;FRIG. AURORA CASTRO;242;MANUTEN플O DE M핽UINAS E EQUIPAMENTOS;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;51175;UN;"CAPA CABO 60"" 0.250 COD.183772,BETTCHER";159;CONSUMO NA MANUTENCAO;UN;-1;-2311,86;-2311,86;92;2224;JEAN-RICARDO;PAULO-BRANDT;;
92;FRIG. AURORA CASTRO;242;MANUTEN플O DE M핽UINAS E EQUIPAMENTOS;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;56778;UN;BROCA WIDEA SDS PLUS 10,0X210/150MM IRWIN;159;CONSUMO NA MANUTENCAO;UN;-1;-14,44;-14,44;92;2224;ALESSANDRO-CARNEIRO;JOSE-BUENO;;
92;FRIG. AURORA CASTRO;242;MANUTEN플O DE M핽UINAS E EQUIPAMENTOS;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;56778;UN;BROCA WIDEA SDS PLUS 10,0X210/150MM IRWIN;159;CONSUMO NA MANUTENCAO;UN;-2;-28,88;-28,88;92;2224;SILVESTER-SOUZA;FRANCIELE-ALVES;;
92;FRIG. AURORA CASTRO;242;MANUTEN플O DE M핽UINAS E EQUIPAMENTOS;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;57115;UN;DISCO FLAP STANDARD FOR METAL G40 115X22,23MM COD.2608619288;159;CONSUMO NA MANUTENCAO;UN;-10;-99,5;-99,5;92;4138;IGOR-PIRONI;JOAOVF;;
